@m.xm5.m0[id] = 2.002124e-05
@m.xm5.m0[id] = 1.960802e-05
@m.xm5.m0[id] = 1.981760e-05
@m.xm5.m0[id] = 2.001687e-05
@m.xm5.m0[id] = 2.023230e-05
@m.xm5.m0[id] = 2.003179e-05
@m.xm5.m0[id] = 2.047212e-05
@m.xm5.m0[id] = 2.008087e-05
@m.xm5.m0[id] = 2.007087e-05
@m.xm5.m0[id] = 2.016262e-05
@m.xm5.m0[id] = 1.980209e-05
@m.xm5.m0[id] = 2.034382e-05
@m.xm5.m0[id] = 2.010773e-05
@m.xm5.m0[id] = 1.974298e-05
@m.xm5.m0[id] = 1.971131e-05
@m.xm5.m0[id] = 2.075111e-05
@m.xm5.m0[id] = 1.968144e-05
@m.xm5.m0[id] = 1.959822e-05
@m.xm5.m0[id] = 1.938240e-05
@m.xm5.m0[id] = 1.957416e-05
@m.xm5.m0[id] = 1.983706e-05
@m.xm5.m0[id] = 2.042270e-05
@m.xm5.m0[id] = 2.030017e-05
@m.xm5.m0[id] = 2.014882e-05
@m.xm5.m0[id] = 2.058892e-05
@m.xm5.m0[id] = 1.990733e-05
@m.xm5.m0[id] = 2.005391e-05
@m.xm5.m0[id] = 1.921391e-05
@m.xm5.m0[id] = 2.038556e-05
@m.xm5.m0[id] = 1.990247e-05
@m.xm5.m0[id] = 2.051058e-05
@m.xm5.m0[id] = 1.978525e-05
@m.xm5.m0[id] = 2.013556e-05
@m.xm5.m0[id] = 1.974801e-05
@m.xm5.m0[id] = 2.037087e-05
@m.xm5.m0[id] = 1.927469e-05
@m.xm5.m0[id] = 2.066386e-05
@m.xm5.m0[id] = 2.036434e-05
@m.xm5.m0[id] = 2.034039e-05
@m.xm5.m0[id] = 2.033413e-05
@m.xm5.m0[id] = 1.932379e-05
@m.xm5.m0[id] = 2.052164e-05
@m.xm5.m0[id] = 1.986745e-05
@m.xm5.m0[id] = 2.025842e-05
@m.xm5.m0[id] = 1.958416e-05
@m.xm5.m0[id] = 2.027813e-05
@m.xm5.m0[id] = 1.997232e-05
@m.xm5.m0[id] = 2.024734e-05
@m.xm5.m0[id] = 1.974596e-05
@m.xm5.m0[id] = 2.051595e-05
@m.xm5.m0[id] = 1.989290e-05
@m.xm5.m0[id] = 2.004292e-05
@m.xm5.m0[id] = 2.064263e-05
@m.xm5.m0[id] = 1.946506e-05
@m.xm5.m0[id] = 1.998142e-05
@m.xm5.m0[id] = 2.027906e-05
@m.xm5.m0[id] = 2.046831e-05
@m.xm5.m0[id] = 1.945051e-05
@m.xm5.m0[id] = 1.954065e-05
@m.xm5.m0[id] = 1.971612e-05
@m.xm5.m0[id] = 2.053281e-05
@m.xm5.m0[id] = 1.938304e-05
@m.xm5.m0[id] = 1.998373e-05
@m.xm5.m0[id] = 2.033485e-05
@m.xm5.m0[id] = 1.961228e-05
@m.xm5.m0[id] = 2.082969e-05
@m.xm5.m0[id] = 2.073630e-05
@m.xm5.m0[id] = 2.080718e-05
@m.xm5.m0[id] = 2.082383e-05
@m.xm5.m0[id] = 2.009673e-05
@m.xm5.m0[id] = 1.973454e-05
@m.xm5.m0[id] = 2.016090e-05
@m.xm5.m0[id] = 1.997908e-05
@m.xm5.m0[id] = 2.031227e-05
@m.xm5.m0[id] = 1.973720e-05
@m.xm5.m0[id] = 2.025045e-05
@m.xm5.m0[id] = 1.934036e-05
@m.xm5.m0[id] = 1.992134e-05
@m.xm5.m0[id] = 1.976524e-05
@m.xm5.m0[id] = 1.987265e-05
@m.xm5.m0[id] = 2.014377e-05
@m.xm5.m0[id] = 2.021149e-05
@m.xm5.m0[id] = 2.042366e-05
@m.xm5.m0[id] = 1.948225e-05
@m.xm5.m0[id] = 1.978197e-05
@m.xm5.m0[id] = 2.027581e-05
@m.xm5.m0[id] = 2.007598e-05
@m.xm5.m0[id] = 2.045299e-05
@m.xm5.m0[id] = 2.061413e-05
@m.xm5.m0[id] = 1.954225e-05
@m.xm5.m0[id] = 2.050629e-05
@m.xm5.m0[id] = 2.021491e-05
@m.xm5.m0[id] = 1.996435e-05
@m.xm5.m0[id] = 2.007830e-05
@m.xm5.m0[id] = 2.003230e-05
@m.xm5.m0[id] = 2.010045e-05
@m.xm5.m0[id] = 1.973597e-05
@m.xm5.m0[id] = 2.003970e-05
@m.xm5.m0[id] = 2.000606e-05
@m.xm5.m0[id] = 2.038978e-05
@m.xm5.m0[id] = 1.987837e-05
@m.xm5.m0[id] = 2.038654e-05
@m.xm5.m0[id] = 1.988375e-05
@m.xm5.m0[id] = 2.023366e-05
@m.xm5.m0[id] = 2.060509e-05
@m.xm5.m0[id] = 2.017890e-05
@m.xm5.m0[id] = 2.053060e-05
@m.xm5.m0[id] = 2.015295e-05
@m.xm5.m0[id] = 1.999349e-05
@m.xm5.m0[id] = 2.042152e-05
@m.xm5.m0[id] = 1.985358e-05
@m.xm5.m0[id] = 2.041929e-05
@m.xm5.m0[id] = 1.961235e-05
@m.xm5.m0[id] = 2.056609e-05
@m.xm5.m0[id] = 2.003928e-05
@m.xm5.m0[id] = 2.055446e-05
@m.xm5.m0[id] = 2.049939e-05
@m.xm5.m0[id] = 2.034791e-05
@m.xm5.m0[id] = 1.988540e-05
@m.xm5.m0[id] = 2.033740e-05
@m.xm5.m0[id] = 1.969345e-05
@m.xm5.m0[id] = 1.965731e-05
@m.xm5.m0[id] = 1.931784e-05
@m.xm5.m0[id] = 1.959846e-05
@m.xm5.m0[id] = 2.016152e-05
@m.xm5.m0[id] = 1.955341e-05
@m.xm5.m0[id] = 1.993154e-05
@m.xm5.m0[id] = 1.995507e-05
@m.xm5.m0[id] = 2.036316e-05
@m.xm5.m0[id] = 2.007891e-05
@m.xm5.m0[id] = 1.995200e-05
@m.xm5.m0[id] = 2.058462e-05
@m.xm5.m0[id] = 1.943797e-05
@m.xm5.m0[id] = 1.887056e-05
@m.xm5.m0[id] = 2.034216e-05
@m.xm5.m0[id] = 1.993671e-05
@m.xm5.m0[id] = 2.006890e-05
@m.xm5.m0[id] = 2.021542e-05
@m.xm5.m0[id] = 1.980137e-05
@m.xm5.m0[id] = 1.930588e-05
@m.xm5.m0[id] = 1.947880e-05
@m.xm5.m0[id] = 1.995524e-05
@m.xm5.m0[id] = 2.053173e-05
@m.xm5.m0[id] = 1.958747e-05
@m.xm5.m0[id] = 2.004269e-05
@m.xm5.m0[id] = 2.005328e-05
@m.xm5.m0[id] = 2.027619e-05
@m.xm5.m0[id] = 1.991609e-05
@m.xm5.m0[id] = 2.014386e-05
@m.xm5.m0[id] = 1.970596e-05
@m.xm5.m0[id] = 1.970620e-05
@m.xm5.m0[id] = 1.963445e-05
@m.xm5.m0[id] = 1.956867e-05
@m.xm5.m0[id] = 1.899669e-05
@m.xm5.m0[id] = 1.972537e-05
@m.xm5.m0[id] = 2.038175e-05
@m.xm5.m0[id] = 2.009569e-05
@m.xm5.m0[id] = 2.041220e-05
@m.xm5.m0[id] = 2.016378e-05
@m.xm5.m0[id] = 1.978833e-05
@m.xm5.m0[id] = 1.958518e-05
@m.xm5.m0[id] = 1.981716e-05
@m.xm5.m0[id] = 2.013400e-05
@m.xm5.m0[id] = 2.030269e-05
@m.xm5.m0[id] = 2.011063e-05
@m.xm5.m0[id] = 1.910472e-05
@m.xm5.m0[id] = 2.038633e-05
